"구분별(1)",구분별(2),2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"구분별(1)",구분별(2),도보,자전거,자전거 + 기타교통수단,오토바이,버스(버스간 환승 포함),지하철(철도),버스 + 지하철,택시,승용차,승용차 + 버스,승용차 + 지하철,개인형 이동수단(전동 휠 전동 킥보드 전기 자전거 등),기타
"서울시",소계,16.41014,1.77449,0.14225,0.4956,25.98048,12.93433,18.83945,0.15884,21.12337,0.53866,1.47097,0.07213,0.05929
"성별",남성,12.30219,2.51876,0.17912,0.78459,19.78618,12.73385,18.72605,0.19295,30.32299,0.62504,1.72542,0.07362,0.02923
"성별",여성,21.86434,0.78631,0.0933,0.1119,34.20476,13.20049,18.99001,0.11355,8.9089,0.42397,1.13314,0.07014,0.09919
"연령별",10대,46.60842,5.9432,0.0531,-,34.86185,2.1982,8.61456,-,0.9739,0.74677,-,-,-
"연령별",20대,11.22713,2.01473,0.0232,0.26457,25.14679,20.14765,33.90842,0.07969,5.28407,0.33424,1.1857,0.12647,0.25733
"연령별",30대,7.5934,0.65452,0.34638,0.38418,28.59533,17.54935,21.06093,0.19894,20.68559,0.45478,2.24981,0.20783,0.01898
"연령별",40대,9.87715,0.58192,0.10447,0.40253,25.64019,11.84668,17.57008,0.24447,30.902,0.74799,2.05027,0.01227,0.01999
"연령별",50대,13.64016,1.784,0.18146,0.81423,22.26578,10.59051,14.79755,0.13324,33.24373,0.72928,1.80396,0.01609,-
"연령별",60대 이상,29.73919,2.44478,0.08619,0.80374,25.046,7.53071,9.35469,0.19287,23.81058,0.38753,0.58408,0.01116,0.00849
"학력별",중학교 이하,48.57395,4.90132,0.15433,0.77275,26.24165,6.28175,4.04914,0.06781,8.01265,0.42562,0.51903,-,-
"학력별",고졸 이하,28.31513,2.81197,0.07003,0.91551,30.21741,7.81583,10.68311,0.12612,18.05888,0.45793,0.41088,0.01534,0.10185
"학력별",대졸 이하,9.43429,1.15657,0.17369,0.31624,24.49899,15.39918,23.14632,0.17619,23.0477,0.5507,1.95034,0.10202,0.04778
"학력별",대학원 이상,6.41924,0.26933,-,-,14.61141,17.34921,22.76008,0.27792,34.0947,1.85247,2.36563,-,-
"소득별",200만원 미만,37.66586,4.50524,0.17398,1.42972,27.85774,8.6608,15.77406,-,3.85229,-,0.0803,-,-
"소득별",200-400만원 미만,19.29694,2.09394,0.24876,0.98886,27.35741,16.11919,17.13518,0.19963,15.36477,0.3948,0.5906,0.0911,0.11882
"소득별",400-600만원 미만,14.78207,1.29559,0.15613,0.29594,25.43915,12.17928,19.47775,0.13001,23.76215,0.91943,1.43057,0.13193,-
"소득별",600-800만원 미만,13.16301,1.58722,0.05983,0.14746,27.64435,11.78732,18.81536,0.14546,24.70143,0.33048,1.49734,0.01923,0.10152
"소득별",800만원 이상,12.34198,1.6458,-,0.21598,19.02074,11.2454,22.89203,0.23676,27.37866,0.515,4.50763,-,-
"혼인상태별",기혼,13.49886,1.22519,0.15173,0.45753,25.02627,11.16612,15.56309,0.20992,30.04443,0.62439,1.93113,0.09101,0.01032
"혼인상태별",미혼,16.66379,2.42095,0.10885,0.4461,26.93471,16.04685,25.726,0.08364,10.00977,0.33919,1.0112,0.06718,0.1418
"혼인상태별",이혼/사별/기타,29.33176,2.09627,0.2154,0.85129,27.1361,10.32305,10.04392,0.18225,18.0707,0.83697,0.91229,-,-
"지역대분류별",도심권,23.74937,2.38559,0.04429,1.53587,18.21171,20.22903,10.46492,-,21.71491,0.27058,1.33111,0.06263,-
"지역대분류별",동북권,16.59605,1.39299,0.02961,0.45672,25.70424,11.79287,20.52858,0.06054,22.07227,0.42325,0.77874,-,0.16415
"지역대분류별",서북권,18.01416,1.09149,0.06835,0.68199,33.50463,10.66455,19.03869,0.09711,15.79721,0.36235,0.67946,-,-
"지역대분류별",서남권,15.36265,2.26983,0.27204,0.35136,25.899,12.93569,19.61029,0.18876,21.52106,0.38138,1.02975,0.17819,-
"지역대분류별",동남권,14.87272,1.91147,0.19654,0.39496,23.86354,14.25842,17.09985,0.34061,22.1889,1.10746,3.65419,0.07633,0.03499
"지역소분류별",종로구,23.87953,-,-,0.66114,17.94567,23.50698,10.00848,-,23.9982,-,-,-,-
"지역소분류별",중구,13.87114,7.53771,-,0.08957,20.42045,20.91494,16.87164,-,17.90019,0.11915,2.01953,0.25567,-
"지역소분류별",용산구,29.10853,1.21391,0.09975,2.94658,17.17937,17.55449,7.24972,-,22.22032,0.54367,1.88365,-,-
"지역소분류별",성동구,16.11727,0.51441,-,0.32711,19.88753,14.93727,19.02454,0.1077,27.37429,0.06873,1.64114,-,-
"지역소분류별",광진구,17.29623,1.68523,-,0.03071,22.78459,9.21611,23.73579,0.05812,21.72656,2.06276,1.40389,-,-
"지역소분류별",동대문구,20.03872,1.57199,-,0.33813,23.77422,9.91359,26.5835,0.28784,16.62418,0.04506,0.11399,-,0.70877
"지역소분류별",중랑구,17.95788,1.27653,-,0.04826,28.8335,13.90437,17.98615,0.04593,19.20192,0.43226,0.3132,-,-
"지역소분류별",성북구,10.85294,0.38775,-,0.33137,23.64357,14.177,26.84198,0.02524,23.57965,-,0.16049,-,-
"지역소분류별",강북구,12.72613,0.67873,0.30984,1.75023,19.73087,20.11544,16.00651,-,27.41264,0.06159,1.20803,-,-
"지역소분류별",도봉구,22.82681,3.43526,-,0.77813,28.92988,11.97537,10.56109,-,21.44755,-,-,-,0.04592
"지역소분류별",노원구,16.48594,1.65641,-,0.42467,33.17302,4.3484,19.96079,-,21.39098,0.54989,1.5442,-,0.46571
"지역소분류별",은평구,14.08578,0.47264,0.08159,0.6938,39.77615,9.55637,19.21952,0.07441,15.18517,0.08463,0.76993,-,-
"지역소분류별",서대문구,22.04607,1.94494,-,1.25476,29.56763,8.27444,19.38602,0.03754,15.9456,1.07572,0.46728,-,-
"지역소분류별",마포구,19.30112,1.09953,0.11285,0.15646,29.22045,14.17378,18.50414,0.17845,16.42564,0.07131,0.75626,-,-
"지역소분류별",양천구,11.56415,0.80737,-,-,21.29952,1.33156,30.56326,-,34.12749,-,0.30665,-,-
"지역소분류별",강서구,14.39007,1.19313,0.21318,0.22797,24.09268,11.21235,17.28339,0.42326,29.54889,0.79424,0.5498,0.07104,-
"지역소분류별",구로구,17.38111,2.90302,0.28206,0.08994,23.99766,13.31736,17.08167,0.1073,23.43286,0.7902,0.52065,0.09617,-
"지역소분류별",금천구,25.26811,0.72123,1.3322,0.95545,28.72142,14.44737,14.26093,-,13.53966,0.05192,0.7017,-,-
"지역소분류별",영등포구,15.50883,1.90562,0.33585,0.26629,25.92029,20.12463,24.8741,0.20336,7.53011,0.57908,2.75185,-,-
"지역소분류별",동작구,13.6481,0.47634,-,-,31.31127,14.91191,14.68378,0.07306,24.70306,-,0.19247,-,-
"지역소분류별",관악구,14.10903,6.37711,0.19364,1.00174,26.76843,14.1338,19.16631,0.28313,15.08883,0.14927,1.88149,0.84722,-
"지역소분류별",서초구,12.1996,2.48972,-,0.14148,30.31209,11.09805,18.5568,0.02808,24.78599,0.22951,0.15867,-,-
"지역소분류별",강남구,15.78111,2.85954,-,-,23.87675,11.40879,17.3634,0.30902,24.87198,1.15773,2.06295,0.30872,-
"지역소분류별",송파구,15.85389,0.81017,0.58086,1.05893,17.61567,17.27493,21.90209,-,22.11103,1.43296,1.30394,-,0.05553
"지역소분류별",강동구,14.9165,1.89138,0.05679,0.13712,26.66715,15.95581,9.06259,1.10675,17.18895,1.38005,11.56209,-,0.07481
"직업분류",관리전문직,7.6437,1.05167,0.25998,0.28326,15.04451,11.00045,19.18448,0.20869,38.14163,0.95677,6.08424,0.14062,-
"직업분류",화이트칼라,11.49874,0.8876,0.15804,0.27636,26.43927,14.88417,20.23481,0.12448,23.49044,0.47651,1.37789,0.09382,0.05786
"직업분류",블루칼라,22.54693,2.49574,0.12852,1.16498,28.5285,11.35089,11.85461,0.26795,20.32865,0.52089,0.66926,0.03177,0.11131
"직업분류",기타,27.57688,3.973,0.03071,0.05885,26.87847,10.59067,27.90228,0.02295,2.26131,0.5005,0.1756,0.0288,-
